-1.509387,0,0
-1.478094,0,0
-1.464841,0,0
-1.447515,0,0
-1.425382,0,0
-1.412424,0,0
-1.395079,0,0
-1.373627,0,0
-1.359949,0,0
-1.342817,0,0
-1.320413,31.5864,36.43898
-1.308398,26.84844,30.97313
-1.291388,23.41158,28.83511
-1.269602,19.99824,27.23908
-1.256,16.9985,23.15322
-1.231091,14.94073,21.89313
-1.219883,12.69962,18.60916
-1.203028,10.99148,18.3995
-1.18107,9.342755,15.63958
-1.168074,7.646144,16.98179
-1.15152,6.499223,14.43452
-1.129189,3.457937,15.51493
-1.116211,2.939247,13.18769
-1.098666,-0.9456391,13.64372
-1.077262,-0.8037933,11.59716
-1.064102,-4.914423,11.33284
-1.046811,-4.17726,9.632916
-1.024961,-8.864271,8.704327
-0.9998198,-13.14343,7.324909
-0.9773865,-11.17192,6.226173
-0.9638758,-15.40013,3.37441
-0.9473567,-13.09011,2.868248
-0.9241695,-15.16099,0.003829956
-0.9125843,-12.88684,0.003255463
-0.8951974,-12.62662,-3.095281
-0.8738976,-10.73263,-2.630989
-0.8601246,-9.122732,-6.145789
-0.8433895,-7.754323,-5.223921
-0.8212476,-6.591174,-9.898808
-0.8084698,-5.602498,-8.413986
-0.7914658,-3.876523,-12.16778
-0.7700105,0.7393548,-14.69464
-0.7560463,0.6284516,-12.49044
-0.7309246,6.044584,-14.52632
-0.7165465,5.137897,-12.34737
-0.6993327,10.36961,-13.37203
-0.6775837,8.814172,-11.36622
-0.6639247,13.59285,-10.98903
-0.6467395,11.55392,-9.340678
-0.6233716,15.42963,-7.570761
-0.6126566,13.11519,-6.435147
-0.5950074,16.06791,-2.15053
-0.5738363,13.65773,-1.827951
-0.5600405,14.85627,4.716107
-0.5431275,12.62783,4.008691
-0.5211015,11.81605,10.48864
-0.5081568,10.04365,15.18521
-0.4908376,8.537099,12.90743
-0.4695787,7.256534,10.97131
-0.4564204,3.904854,16.11183
-0.4364915,-0.912075,19.5961
-0.4138937,-0.7752638,16.65669
-0.4000216,-5.480576,17.9201
-0.3834343,-4.65849,15.23209
-0.3614464,-8.486116,14.20125
-0.3490086,-7.213199,12.07106
-0.3315248,-10.95282,10.26041
-0.308485,-9.309897,8.721345
-0.2961226,-12.14461,5.790362
-0.2791862,-10.32292,4.921808
-0.2571993,-12.31688,1.011715
-0.2318687,-14.01175,-2.975722
-0.2085428,-11.90999,-2.529364
-0.1960621,-12.09149,-6.428218
-0.1793776,-10.27777,-5.463986
-0.1572104,-9.129701,-9.586519
-0.1320982,-7.760246,-13.01691
-0.1100082,-6.596209,-11.06437
-0.0962162,-3.835578,-14.27308
-0.0794096,-3.260241,-12.13212
-0.05742455,0.7711952,-15.03314
-0.03611088,5.181917,-16.68762
-0.01340294,4.40463,-14.18448
0,8.762335,-14.19593
