-1.072266,7.12047,13.77666
-1.049747,10.792,21.70506
-1.036366,9.0174,18.53536
-1.019722,5.87719,16.33287
-0.9963226,19.26361,43.44966
-0.98452,13.38107,37.44855
-0.9672699,9.676511,32.36605
-0.9457855,4.682634,27.0071
-0.9323387,1.430039,22.74703
-0.9147224,-1.941467,17.88431
-0.8935966,-4.561246,14.08292
-0.8803635,-4.27066,10.42761
-0.8635826,-4.376261,6.927185
-0.8406715,-2.022422,3.933384
-0.8284302,-0.1774585,1.296451
-0.8086739,2.35016,-0.9142101
-0.7311287,6.565037,-4.004216
-0.7197533,8.679881,-4.940315
-0.7025986,12.6751,-7.051443
-0.6813316,11.88903,-6.934206
-0.6686707,13.44308,-8.758542
-0.6513824,12.40242,-9.436366
-0.6293716,11.33745,-10.48583
-0.6166954,9.349837,-11.02135
-0.5997772,6.971562,-11.82692
-0.5768547,4.220228,-11.75558
-0.5643806,0.3481935,-11.95311
-0.5468941,-3.582636,-11.41412
-0.5255165,-4.865641,-9.634387
-0.5085983,-8.514596,-7.875734
-0.4862213,-8.459207,-5.649396
-0.4723587,-10.79832,-2.730474
-0.4550972,-10.66278,-0.2924165
-0.4336281,-9.59636,2.056544
-0.4209671,-7.919106,4.077748
-0.4035835,-4.295841,6.625607
-0.3824806,-1.298065,8.1643
-0.3676414,3.160645,10.09917
-0.3505859,5.490949,10.72958
-0.32901,8.652507,11.86167
-0.3168488,10.13443,12.17852
-0.2998734,10.85287,12.16509
-0.2777519,10.90594,12.27046
-0.2642059,10.72965,12.69811
-0.2465858,8.939799,12.45306
-0.2253723,7.67263,12.35542
-0.2078629,5.431136,12.40765
-0.1851654,3.452066,12.26764
-0.1723824,1.687856,12.03799
-0.1550789,-1.082723,11.49856
-0.1337852,-3.667314,10.55444
-0.1210442,-7.143417,4.324193
-0.1041374,-9.261707,3.423541
-0.08230209,-10.63585,-2.855806
-0.06855774,-12.45167,-8.801798
-0.05131149,-22.98232,-50.91571
-0.02999496,-20.68297,-48.94583
-0.01658249,-17.58053,-41.60395
0,-14.94345,-35.36336
