-1.308679,-0.04645577,-0.05200029
-1.286077,-0.03948741,-0.04420025
-1.27358,-0.03356429,-0.03757022
-1.256285,-0.02852965,-0.03193469
-1.235001,-0.0242502,-0.02714448
-1.221605,-0.02061268,-0.02307281
-1.20384,10.20624,17.4475
-1.18294,13.01474,20.80519
-1.16956,14.76237,23.17976
-1.152313,12.5677,19.76918
-1.131062,11.67638,17.5857
-1.109081,11.20413,15.66334
-1.086737,12.07207,14.95138
-1.072782,13.0755,14.34622
-1.056262,14.54833,14.3998
-1.03406,14.76704,13.70772
-1.008831,15.75983,13.68005
-0.9863458,15.33433,12.66073
-0.9730477,13.95914,11.27796
-0.9557648,13.35111,10.27964
-0.9341397,11.40749,8.759822
-0.9092388,10.07028,7.600751
-0.8861265,7.80206,6.054942
-0.8736668,6.356232,4.940163
-0.8565226,3.346238,2.945166
-0.8347478,0.8271022,1.160903
-0.8212309,-2.485123,-1.203997
-0.8043919,-4.975795,-2.904358
-0.7823315,-9.218306,-5.979829
-0.7692919,-10.41364,-6.867922
-0.7527418,-14.69655,-9.894707
-0.7300067,-15.41455,-10.29146
-0.7088404,-17.27453,-11.60975
-0.6871033,-15.53943,-10.51003
-0.6728582,-14.94036,-10.18012
-0.6558895,-12.98466,-8.911273
-0.6332731,-11.43057,-7.965528
-0.608572,-9.410941,-6.58629
-0.586812,-6.916899,-5.008241
-0.5731335,-4.678885,-3.46774
-0.556426,-0.267372,-0.513396
-0.5338078,3.895694,2.285473
-0.5080605,6.81438,4.332577
-0.4866486,10.67286,6.965149
-0.4728622,13.38185,8.738127
-0.455615,15.00554,9.854215
-0.4339619,15.46071,10.08001
-0.4090519,16.06408,10.37521
-0.3866262,14.28423,9.217246
-0.3727942,13.89311,8.837839
-0.3555784,11.98627,7.615434
-0.3341131,9.902967,6.443611
-0.3217058,8.023924,5.233651
-0.3043308,5.314815,3.497059
-0.2831554,3.700874,2.470912
-0.2693815,0.7349423,0.573377
-0.2526169,-1.65818,-0.8993759
-0.229948,-5.030573,-3.080631
-0.2086344,-7.188627,-4.514248
-0.1866493,-9.475614,-6.042628
-0.1727419,-12.77747,-8.285921
-0.1554651,-11.98261,-7.795416
-0.1201353,-14.47546,-9.473359
-0.1047983,-13.49478,-8.782611
-0.08758831,-13.7436,-9.065881
-0.06615829,-12.56767,-9.395174
-0.05315399,-11.77475,-8.694023
-0.03643322,-11.09094,-9.529051
-0.01440525,-10.2637,-11.23463
0,-8.763506,-9.6527
