-0.9037457,4.68774,22.79222
-0.8822637,5.351245,19.38158
-0.860672,5.368559,21.3673
-0.8381147,7.493408,18.27695
-0.8240547,9.550999,23.85425
-0.8081312,11.66075,20.38266
-0.7860546,13.5415,17.80062
-0.7612514,14.22175,15.13053
-0.7393093,15.46688,12.9675
-0.7247324,14.97272,11.07155
-0.7077923,15.36174,9.369837
-0.6859455,14.09615,7.882402
-0.6606779,13.46866,6.642672
-0.6390018,10.58463,5.064363
-0.624939,8.778269,4.058831
-0.6076231,5.143662,2.007528
-0.585844,2.294779,0.6163433
-0.5738115,-1.668371,-1.762765
-0.5563154,-5.485315,-3.621089
-0.5349178,-8.598519,-5.782574
-0.5210705,-10.98234,-7.119886
-0.5038166,-11.60912,-7.748456
-0.4821205,-12.80882,-8.504027
-0.4608555,-13.48963,-9.031523
-0.4389744,-11.82699,-8.094786
-0.4250832,-10.99321,-7.773919
-0.4079227,-9.35516,-6.648811
-0.3863115,-7.984685,-5.905564
-0.3731298,-6.38245,-5.060709
-0.3563519,-3.522682,-4.309798
-0.3343792,-1.64948,-3.491215
-0.3212166,5.321942,-2.541346
-0.3046455,8.295651,-1.873288
-0.2812471,15.5465,-1.174303
-0.2609787,17.70813,-0.8670239
-0.237793,20.57324,-0.5976396
-0.2251921,20.76726,-0.5079936
-0.2078629,19.29217,-0.4317946
-0.1863508,17.99461,-0.3834165
-0.1733618,15.38289,-0.3259041
-0.1561441,13.17385,-0.2852146
-0.1348152,11.07751,-0.2424324
-0.1203022,9.120684,-0.2470476
-0.104003,-21.31915,-15.48715
-0.08259392,-18.02288,-13.16408
-0.06950665,-15.31945,-11.18947
-0.05199909,-12.98873,-9.511049
-0.03075409,-11.04042,-8.084393
-0.01727962,-9.384358,-6.871733
0,-7.976707,-5.840973
